Vernacular title,Title,Durable link to Database,Collection,Title (uniform),Attribution,Author / Creator,Variant title,Finding aids,Edition,Published,Publication info,Description,Series / collection,Series (transcribed),Coverage date,History note,Summary,Language,Notes,Audience,Subjects,Cite As,Subject place,Med. subject,Keyword,Instrumentation,Style / period,Form / genre,Culture,Place,Associated place,Author / Creator,Creator characteristics,Contents,Is Part Of,In,Other title,Other title,Related titles,Attributes,Identifier,Linking notes,Related work,Related information,Associated Name,Use restrictions,Copyright,Repository,Includes layers,Collection,Creation Date,HOLLIS number,Permalink,Source,Other search terms,Image creator,Image title,Image date,Image materials,Image dimensions,Image note,Image type,Image subject,Image classification,Image associated name,Image copyright,Image ID,Harvard repository,Course Information,Permalink
,Two tracts for the times : The one entitled negro slavery no evil,,,,"by B. F. Stringfellow. The other an answer to the inquiry ""Is it expedient to introduce slavery into Kansas?"" by D. B. Goodloe.",,,,,"Boston : A. Mudge, and Son, 1855.",,55 p. ; 23 cm.,,,,,,English,,,Slavery -- United States -- Controversial literature; Kansas -- Politics and government -- 1854-1861,,,,,,,,,,,"Goodloe, Daniel R. (Daniel Reaves), 1814-1902 ; Stringfellow, Benjamin F., -1891. --Negro Slavery, no evil. -- ",,,,,,,,,,,,,,,,,,,1855,990066897010203941,"<a href=""http://id.lib.harvard.edu/alma/990066897010203941/catalog"">http://id.lib.harvard.edu/alma/990066897010203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211984725880003941
,Poems on the abolition of the slave trade,,,,"written by James Montgomery, James Grahame, and E. Benger.",,,,,"London : Printed for R. Bowyer ... by T. Bensley ... , 1809 [i.e. 1810].",,"[18], ii, 141, [1] p. (p. [142] blank), [12] leaves of plates : ill., ports. (engraving) ; 30 cm. (4to)",,,,,,English,"Signatures: pi1 (engraved) 2pi⁴ (- 2pi4) a⁴ b1 (= 2pi4?) B-T⁴ (T4 blank?); Ports. (dated Jan. 1, 1810) engraved by W.H. Worthington after Catherine Andras; ill. engraved by Abraham Raimbach, W.H. Worthington and Edward Scriven after Robert Smirke, including illustrated engraved half-title dated Jan. 1, 1810.; Montgomery's poem, reimposed in large quarto, with title ""The abolition of the slave trade"", was also separately issued in 1814. This issue is printed on paper watermarked E&P 1806.; <i>References: </i>NCBEL III, 392",,Slave trade -- West Indies -- Poetry; Slavery -- Poetry,,,,,,,,,<i>Hierarchical: </i>England -- London ,,"Bowyer, Robert, 1758-1834. ; Smirke, Robert, 1752-1845 [ill] ; Andras, Catherine, approximately 1775- [ill] ; Worthington, William Henry, approximately 1795-approximately 1839 [engraver] ; Scriven, Edward, 1775-1841 [metal engraver] ; Raimbach, Abraham, 1776-1843 [metal engraver] ; Montgomery, James, 1771-1854. --West Indies. 1809. -- ; Grahame, James, 1765-1811. --Africa delivered. 1809. -- ; Benger, E. (Elizabeth), 1778-1827. --Poem occasioned by the abolition of the slave trade, in 1806. 1809. -- ",,"The West Indies / James Montgomery -- Africa delivered / James Grahame -- A poem occasioned by the abolition of the slave trade, in 1806 / Elizabeth Benger.",,,,,,,,,,,,,,,,,1809 [i.e. 1810],990024093410203941,"<a href=""http://id.lib.harvard.edu/alma/990024093410203941/catalog"">http://id.lib.harvard.edu/alma/990024093410203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211843280960003941
,Slavery,,,,By William E. Channing.,"Channing, William Ellery, 1780-1842.  ",,,,"Boston, J. Munroe and company, 1835.",,"2p. ℓ., 167 p. 17 cm.",Slavery and anti-slavery: a transnational archive  ,,,,,English,,,Slavery -- United States -- Controversial literature; Slavery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835,990029617590203941,"<a href=""http://id.lib.harvard.edu/alma/990029617590203941/catalog"">http://id.lib.harvard.edu/alma/990029617590203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261404160003941
,"What makes slavery a question of national concern? A lecture, delivered, by invitation, at New York, January 30, at Syracuse, February 1, 1855",,,,By Charles Francis Adams.,"Adams, Charles Francis, 1807-1886.  ",,,,"Boston, Little, Brown, and Co., 1855.",,46 p. 24 cm.,Slavery and anti-slavery: a transnational archive  ,,,,"Examines the variety of life found on coral reefs, including the seahorse, hermit crab, and sea slug.",English,,,Slavery -- United States -- Controversial literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855,990038119250203941,"<a href=""http://id.lib.harvard.edu/alma/990038119250203941/catalog"">http://id.lib.harvard.edu/alma/990038119250203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512262138140003941
,"A brief notice of American slavery, and the abolition movement",,,,,"Estlin, J. B. (John Bishop), 1785-1855.  ",,,,"Bristol, H.C. Evans, 1746 [i.e. 1846]",,40 p. 17 cm.,"Slavery and anti-slavery: a transnational archive  ; Slavery, Abolition, Emancipation, and Freedom: Primary Sources from Houghton Library  ",,,,,English,"""Corrigenda"" slip inserted.",,Slavery -- United States -- Controversial literature; Abolitionists,,,,,,,Pamphlets. ,,<i>Hierarchical: </i>England -- Bristol ,,Leeds Anti-Slavery Association. ,,,,,,,,,,,,,,,,,,,1746 [i.e. 1846],990047655610203941,"<a href=""http://id.lib.harvard.edu/alma/990047655610203941/catalog"">http://id.lib.harvard.edu/alma/990047655610203941/catalog</a>",HVD - Core; HVD - Core,Social reformers; Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261279810003941
,"Walker's appeal, in four articles; together with a preamble to the colored citizens of the world, but in particular, and very expressly to those of the United States of America",,,,"Written in Boston, in the state of Massachusetts, Sept. 28, 1829.","Walker, David, 1785-1830.  ",,,"2d ed., with corrections, &c.","Boston, D. Walker, 1830.",,96 p. 22 cm.,,,,,,English,"An address to the slaves of the United States of America ... by Henry Highland Garnet (p. 89-96).; Microfilm. Ann Arbor, Mich., Xerox University Microfilms, 1973. 35 mm. (American Culture Series, reel 549.8)",,Slavery -- United States -- Controversial literature -- 1830,,,,,,,,,<i>Hierarchical: </i>United States -- Massachusetts -- Boston ,,"Garnet, Henry Highland, 1815-1882. ",,,,,,,,,,,,,,,,,,,1830,990024098230203941,"<a href=""http://id.lib.harvard.edu/alma/990024098230203941/catalog"">http://id.lib.harvard.edu/alma/990024098230203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211843399480003941
,"Remarks on Dr. Channing's Slavery",,,,By a citizen of Massachusetts.,"Austin, James Trecothick, 1784-1870.  ",,,2d ed.,"Boston : Russell, Shattuck and co., and J.H. Eastburn, 1835.",,48 p. 22 cm.,,,,,,English,<i>References: </i>Checklist Amer. imprints 30142,,"Channing, William Ellery, 1780-1842. Slavery; Slavery -- United States -- Controversial literature",,,,,,,,,<i>Hierarchical: </i>United States -- Massachusetts -- Boston ,,"Eastburn, John Henry, 1804 or 1805-1873 [printer] ; Russell, Shattuck & Co [publisher] ",,,,,,,,,,,,,,,,,,,1835,990031128540203941,"<a href=""http://id.lib.harvard.edu/alma/990031128540203941/catalog"">http://id.lib.harvard.edu/alma/990031128540203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211855769390003941
,"Pacificus : the rights and privileges of the several states in regard to slavery : being a series of essays, published in the Western reserve chronicle, Ohio, after the election of 1842",,,,by a Whig of Ohio [i.e. J.R. Giddings].,"Giddings, Joshua R. (Joshua Reed), 1795-1864.  ",Rights and privileges of the several states in regard to slavery.,,,"[Warren, Ohio : s.n., 1842]",,16 p. ; 22 cm.,19th-century legal treatises ; no. 67110  ; Making of modern law  ; Slavery and anti-slavery: a transnational archive  ,,,,,English,"Caption title.; Introd. dated: November 1, 1842.",,Slavery -- United States -- Controversial literature,,,,Slavery - United States.,,,,,,,,,,,,,,,,,,,,,,,,,,1842],990034057630203941,"<a href=""http://id.lib.harvard.edu/alma/990034057630203941/catalog"">http://id.lib.harvard.edu/alma/990034057630203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261678130003941
,Is slavery sanctioned by the Bible? : a premium tract,,,,by Isaac Allen.,"Allen, Isaac.  ",,,,"Boston : American Tract Society, 1860.",,24 p. ; 20 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,,,Slavery -- United States -- Controversial literature,,,,,,,,,<i>Hierarchical: </i>United States -- Massachusetts -- Boston ,,,,,,,,,,,,,,,,,,,,,1860,990012094950203941,"<a href=""http://id.lib.harvard.edu/alma/990012094950203941/catalog"">http://id.lib.harvard.edu/alma/990012094950203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512257894740003941
,Appeal to the Christian women of the South,,,,by A. E. Grimké.,"Grimké, Angelina Emily, 1805-1879.  ",,,3rd ed.,"[New York? : s.n., 1836?]",,36 p. ; 23 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,Caption title.; <i>References: </i>Check. Amer. impr. 37808.,,Slavery -- United States -- Controversial literature,,,,,,,Controversial literature. ,,<i>Hierarchical: </i>United States -- New York -- New York ,,,,,,,,,,,,,,,,,,,,,1836?],990021534360203941,"<a href=""http://id.lib.harvard.edu/alma/990021534360203941/catalog"">http://id.lib.harvard.edu/alma/990021534360203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512258493220003941
,"Avenia: or, A tragical poem, on the oppression of the human species, and infringement on the rights of man : In six books, with notes explanatory and miscellaneous. : Written in imitation of Homer's Iliad.",,,,"By Thomas Branagan, author of A preliminary essay on slavery. ; [Two lines from Pope]","Branagan, Thomas, 1774-1843.  ",,,,"Philadelphia; : Printed for Silas Engles, no. 248, South Third-Street; and Samuel Wood, no. 362, Pearl-Street, New York. S. Engles, printer., 1805.",,"x, [5], 16-358, [2] p., [1] leaf of plates : ill. ; 19 cm.",Early American imprints. Second series ; no. 8076  ,,,,,English,"Frontispiece signed: Barralet del. Edwin sc.; Copyright July 26, 1805, by Thomas Branagan.; ""Errata.""--p. [359].; Microform version available in the Readex Early American Imprints series.; <i>References: </i>Shaw & Shoemaker 8076",,Slave trade -- Poetry; Slavery -- Poetry,,,,,,,Poems -- 1805. ,,<i>Hierarchical: </i>United States -- Pennsylvania -- Philadelphia ; <i>Hierarchical: </i>United States -- New York -- New York ,,"Barralet, John James, approximately 1747-1815 [ill] ; Edwin, David, 1776-1841 [engraver] ",,,,,,,,,,,,,,,,,,,1805,990042648720203941,"<a href=""http://id.lib.harvard.edu/alma/990042648720203941/catalog"">http://id.lib.harvard.edu/alma/990042648720203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512263814240003941
,"The injustice and impolicy of the slave-trade, and of the slavery of the Africans: : illustrated in a sermon preached before the Connecticut Society for the Promotion of Freedom, and for the Relief of Persons Unlawfully Holden in Bondage, at their annual meeting in New-Haven, September 15, 1791.",,,,"By Jonathan Edwards, D.D. Pastor of a church in New-Haven. ; To which is added, A short sketch of the evidence for the abolition of the slave-trade, delivered before a committee of the British House of Commons.","Edwards, Jonathan, 1745-1801.  ",,,,"Providence: : Printed by John Carter,, M,DCC,XCII. [1792]",,60 p. ; 20 cm. (4to),"Slavery, Abolition, Emancipation, and Freedom: Primary Sources from Houghton Library  ; Early American imprints. First series ; no. 24292  ; Eighteenth century collections online  ; Slavery and anti-slavery: a transnational archive  ",,,,,English,"Signatures: [A]⁴ B-G⁴ H².; ""A short sketch of the evidence for the abolition of the slave-trade..."": p. [38]-60, signed at end W.B.C. (i.e. William Bell Crafton). Cf. Evans.; <i>References: </i>Evans 24292; <i>References: </i>Alden, J.E. Rhode Island, 1274; <i>References: </i>Sabin, 21968; <i>References: </i>English Short Title Catalog, W24101.",,Slave trade; Slavery -- United States -- Controversial literature -- 1792,,,,,,,Sermons -- 1791. ,,<i>Hierarchical: </i>United States -- Rhode Island -- Providence ,,"Crafton, William Bell. --Short sketch of the evidence for the abolition of the slave-trade ... -- ; Carter, John, 1745-1814 [printer] ; Connecticut Society for the Promotion of Freedom, and the Relief of Persons Unlawfully Holden in Bondage. ",,,,,,,,,,,,,,,,,,,"M,DCC,XCII. [1792]",990023237890203941,"<a href=""http://id.lib.harvard.edu/alma/990023237890203941/catalog"">http://id.lib.harvard.edu/alma/990023237890203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512258239540003941
,"Horrors of slavery : in two parts. Part I. Containing observations, facts, and arguments, extracted from the speeches of Wilberforce, Grenville, Pitt, Burke, Fox, Martin, Whitbread, and other distinguished members of the British Parliament. Part II. Containing extracts, chiefly American, compiled from authentic sources; demonstrating that slavery is impolitic, antirepublican, unchristian, and highly criminal; proposing measures for its complete abolition through the United States",,,,by John Kenrick,"Kenrick, John, 1755-1833.  ",,,,"Cambridge : Printed by Hilliard and Metcalf, 1817.",,59 p. ; 18 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,"<i>References: </i>Shaw & Shoemaker, 41186",,Slavery -- United States -- Controversial literature -- 1817,,,,,,,Controversial literature. ; Printed wrappers (Binding) ,,,,,,"Pt. 1. Containing observations, facts, and arguments, extracted from the speeches of Wilberforce, Grenville, Pitt, Burke, Fox, Martin, Whitbread, and other distinguished members of the British Parliament -- Pt. 2. Containing extracts, chiefly American, compiled from authentic sources; demonstrating that slavery is impolitic, antirepublican, unchristian, and highly criminal; proposing measures for its complete abolition through the United States.",,,,,,,,,,,,,,,,,1817,990035986770203941,"<a href=""http://id.lib.harvard.edu/alma/990035986770203941/catalog"">http://id.lib.harvard.edu/alma/990035986770203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261698310003941
,"A discourse, delivered April 12, 1797, : at the request of and before the New-York Society for Promoting the Manumission of Slaves, and Protecting Such of Them as Have Been or May Be Liberated.",,,,"By Samuel Miller, A.M. One of the Ministers of the United Presbyterian Churches in the city of New-York, and member of said Society.","Miller, Samuel, 1769-1850.  ",,,,"New-York: : Printed by T. and J. Swords, no. 99 Pearl-Street., --1797.--",,36 p. ; 21 cm. (8vo),Slavery and anti-slavery: a transnational archive  ; Early American imprints. First series ; no. 32477  ; Eighteenth century collections online  ,,,,,English,Signatures: [A]⁴ B-D⁴ E².; <i>References: </i>Evans 32477,,Slavery -- United States -- Controversial literature -- 1797,,,,,,,,,<i>Hierarchical: </i>United States -- New York -- New York ,,"New-York Society for Promoting the Manumission of Slaves, and Protecting Such of Them as Have Been, or May Be Liberated. ",,,,,,,,,,,,,,,,,,,--1797.--,990023375070203941,"<a href=""http://id.lib.harvard.edu/alma/990023375070203941/catalog"">http://id.lib.harvard.edu/alma/990023375070203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512263203820003941
,Texas its claims to be recognized as an independent power by Great Britain,,,,Examined in a series of letters by John Scoble.,"Scoble, John.  ",,,,"London : Harvey and Darton [etc.], 1839.",,56 p. ; 21 cm.,"Western Americana, frontier history of the trans-Mississippi West, 1550-1900 ; reel 481, no. 4815  ; Slavery and anti-slavery: a transnational archive  ",,,,,English,"Master microform held by: ResP.; <i>References: </i>Howes, U.S.IANA, no. S.217; <i>References: </i>Streeter no. 1354",,"Slavery -- Texas; Slavery -- United States -- Texas; Texas -- History -- Republic, 1836-1846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1839,990042660300203941,"<a href=""http://id.lib.harvard.edu/alma/990042660300203941/catalog"">http://id.lib.harvard.edu/alma/990042660300203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512263842090003941
,"Premium questions on slavery, each admitting of a yes or no answer",,,,"addressed to the editors of the New York independent and New York evangelist, by Sidney E. Morse, lately editor of the New York observer.","Morse, Sidney E. (Sidney Edwards), 1794-1871.  ",Premium questions on slavery,,,"New York, Harper & brothers, 1860.",,30 p. ; 23 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,232 questions addressed to the New York evangelist and the New York independent. These two papers had previously asked certain questions of the New York observer.,,Slavery -- United States -- Controversial literature,,,,,,,Controversial literature. ,,<i>Hierarchical: </i>United States -- New York -- New York ,,Independent (New York) ; Evangelist. ,,,,,,,,,,,,,,,,,,,1860,990061319970203941,"<a href=""http://id.lib.harvard.edu/alma/990061319970203941/catalog"">http://id.lib.harvard.edu/alma/990061319970203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261870150003941
,"The slaves's appeal",,,,"By E. Cady Stanton. Pub. at the Anti-slavery Depository, 15 Steuben Street. Albany.","Stanton, Elizabeth Cady, 1815-1902.  ",,,,"Albany, Weed, Parsons and Company, printers, 1860.",,7 p. ; 19 cm.,,,,,,English,,,Slavery -- United States -- Controversial literature,,,,,,,,,<i>Hierarchical: </i>United States -- New York -- Albany ,,,,,,,,,,,,,,,,,,,,,1860,990037086750203941,"<a href=""http://id.lib.harvard.edu/alma/990037086750203941/catalog"">http://id.lib.harvard.edu/alma/990037086750203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211878399000003941
,Anti-slavery catechism,,,,By Mrs. Child ...,"Child, Lydia Maria, 1802-1880.  ",,,2d ed.,"Newburyport, C. Whipple, 1839.",,36 p. 19 cm.,"Slavery, Abolition, Emancipation, and Freedom: Primary Sources from Houghton Library  ",,,,,English,"First published, Newburyport, 1836.",,Slavery -- United States -- Controversial literature -- 1839,,,,,,,Pamphlets. ,,<i>Hierarchical: </i>United States -- Massachusetts -- Newburyport ,,,,,,,,,,,,,,,,,,,,,1839,990024461840203941,"<a href=""http://id.lib.harvard.edu/alma/990024461840203941/catalog"">http://id.lib.harvard.edu/alma/990024461840203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211850414330003941
,"Minutes and proceedings of the Genersl Convention for the Improvement of the Colored Inhabitants of Canada, held by adjournments in Amhrstburgh [sic], C.W., June 16th and 17th, 1853",,,,,General Convention for the Improvement of the Colored Inhabitants of Canada (1853 : Amherstburgh),,,,"Windsor, C[anada] W[est] : Bibb & Holly, 1853.",,24 p. ; 23 cm.,"Slavery, Abolition, Emancipation, and Freedom: Primary Sources from Houghton Library  ",May anti-slavery pamphlets ; v. 139,,,,English,,,Blacks -- Canada -- Congresses; Slavery -- United States -- Congresses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853,990044433640203941,"<a href=""http://id.lib.harvard.edu/alma/990044433640203941/catalog"">http://id.lib.harvard.edu/alma/990044433640203941/catalog</a>",HVD - Core,Crimes against humanity; Ethnology,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211918795290003941
,The Lawlessness of slavery,,,,,,,,,"[Boston : New England Anti-Slavery Tract Association, 1844?]",,4 p. ; 19 cm.,Slavery ; SL227  ,New England anti-slavery tract association. Tract ; no. 11,,,,English,At head of title: Tract No. 11.; From the Liberty Press Extra.,,Slavery -- United States -- Controversial literature.,,,,,,,Controversial literature. ,,,,,,,,,,,,,,,,,,,,,,,1844?],990059111300203941,"<a href=""http://id.lib.harvard.edu/alma/990059111300203941/catalog"">http://id.lib.harvard.edu/alma/990059111300203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211965387950003941
,"Persons held to service, fugitive slaves, etc",,,,,"Weld, Theodore Dwight, 1803-1895.  ",,,,"[Boston : New England anti-slavery tract association, 1843]",,8 p. ; 19 cm.,Slavery ; SL307  ; New England anti-slavery tract association. Tracts ; no. 5  ,Tracts ; no. 5,,,,English,,,Slavery -- United States -- Controversial literature.,,,,,,,Controversial literature. ,,,,,,,,,,,,,,,,,,,,,,,1843],990072439980203941,"<a href=""http://id.lib.harvard.edu/alma/990072439980203941/catalog"">http://id.lib.harvard.edu/alma/990072439980203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA212009751630003941
,"Détails sur l'émancipation des esclaves dans les colonies anglaises : pendant les années 1834 et 1835",,,Slave colonies of Great Britain. French ,"tirés des documens officiels présentés au parlement anglais et imprimés par son ordre ; avec des observations et des notes par Z. Macaulay ; traduit de l'anglais.",,,,,"Paris : Chez Hachette, 1836.",,"xiv, 128 p.","Goldsmiths'-Kress library of economic literature ; no. 29699  ; Making of the Modern World  ; Slavery and anti-slavery: a transnational archive  ",,,,,French,"Translation of: Slave colonies of Great Britain.; Goldsmiths'-Kress no. 29699.",,"Slavery -- Great Britain; Slavery -- West Indies, British",,,,,,,,,<i>Hierarchical: </i>France -- Paris ,,"Macaulay, Zachary, 1768-1838. ",,,,,,,,,,,,,,,,,,,1836,990073234090203941,"<a href=""http://id.lib.harvard.edu/alma/990073234090203941/catalog"">http://id.lib.harvard.edu/alma/990073234090203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA212020358620003941
,Observations on the evidence given before the committees of the Privy Council and House of Commons in support of the bill for abolishing the slave trade.,,,,,"Ranby, John, 1743-1820.  ",,,,"London : J. Stockdale, 1791.",,"viii, 310 p.","Selection of titles from the Schomburg Center for Research in Black Culture. Series 2. Section 6, Slavery and the slave trade ; reel 36  ; Making of the Modern World  ",,,,,English,"Filmed from original in the New York Public Library Schomburg Collection.; Goldsmiths'-Kress no. 14992.",,"Slave trade -- Great Britain; Slavery -- West Indies, British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1791,990026751550203941,"<a href=""http://id.lib.harvard.edu/alma/990026751550203941/catalog"">http://id.lib.harvard.edu/alma/990026751550203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211849046780003941
,"A sermon, delivered in Boston, before the African Society : on the 14th day of July, 1818; the anniversary of the abolition of the slave trade",,,,By Thomas Gray...,"Gray, Thomas, 1772-1847.  ",,,,"Boston : Printed by Parmenter and Norton, 1818.",,16 p. ; 21 cm.,,,,,,English,Published by request of the Society.,,Slavery -- United States -- Controversial literature -- 1818; Slave trade,,,,,,,,,<i>Hierarchical: </i>United States -- Massachusetts -- Boston ,,"African Society (Boston, Mass.) ",,,,,,,,,,,,,,,,,,,1818,990030171900203941,"<a href=""http://id.lib.harvard.edu/alma/990030171900203941/catalog"">http://id.lib.harvard.edu/alma/990030171900203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211859029550003941
,"Address of the Free Soil Association of the District of Columbia to the people of the United States : together with a memorial to Congress, of 1060 inhabitants of the District of Columbia, praying for the gradual abolition of slavery",,,,,Free Soil Association of the District of Columbia. ,,,,"Washington : Buell & Blanchard, printers, 1849.",,16 p.,,,,,,English,,,Slavery -- United States -- Controversial literature; Slavery -- Washington (D.C.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849,990048886060203941,"<a href=""http://id.lib.harvard.edu/alma/990048886060203941/catalog"">http://id.lib.harvard.edu/alma/990048886060203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211927055860003941
,A letter to the people of the United States touching the matter of slavery,,,,by Theodore Parker.,"Parker, Theodore, 1810-1860.  ",,,,"Boston : J. Munroe and Co., 1848.",,120 p. ; 20 cm.,,,,,,English,,,Slavery -- United States -- Controversial literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848,990007569430203941,"<a href=""http://id.lib.harvard.edu/alma/990007569430203941/catalog"">http://id.lib.harvard.edu/alma/990007569430203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211779044710003941
,"An address, delivered at Bethel Church, Philidelphia; on the 30th of September 1818. Before the Pennsylvania Augustine Society, for the Education of People of Colour",,,,By Prince Saunders. To which is annexed the Constitution of the Society.,"Saunders, Prince, -1840.  ",,,,"Philadelphia: Printed by Joseph Rakestraw, 1818.",,12 p. 22 cm.,,,,,,English,,,Slavery -- Pennsylvania; Slavery and the church,,,,,,,,,,,Augustine Education Society of Pennsylvania. ,,,,,,,,,,,,,,,,,,,1818,990007807580203941,"<a href=""http://id.lib.harvard.edu/alma/990007807580203941/catalog"">http://id.lib.harvard.edu/alma/990007807580203941/catalog</a>",HVD - Core,Church; Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211782786820003941
,Slavery,,,,,"Channing, William Ellery, 1780-1842.  ",,,Fourth edition. Revised.,"Boston, James Munroe and Co., 1836.",,"2 p. ℓ., 1-187 [1] p. 17 cm.",,,,,,English,,,Slavery -- United States -- Controversial literature -- 1836; Slavery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836,990029611520203941,"<a href=""http://id.lib.harvard.edu/alma/990029611520203941/catalog"">http://id.lib.harvard.edu/alma/990029611520203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211869527770003941
,"Address at the annual meeting of the Pennsylvania Colonization Society : November 11, 1839",,,,by R. R. Gurley ; published by request of the society.,"Gurley, Ralph Randolph, 1797-1872.  ",,,,"Philadelphia : Herman Hooker, 1839.",,40 p. ; 23 cm.,,,,,,English,"""Printed by C. Sherman & Co.""",,Slavery -- United States -- Controversial literature -- 1839; African Americans -- Colonization -- Africa,,,,,,,,,<i>Hierarchical: </i>United States -- Pennsylvania -- Philadelphia ,,"Hooker, Herman, 1802-1865 [publisher] ; Pennsylvania Colonization Society. ; C. Sherman and Co. [printer] ",,,,,,,,,,,,,,,,,,,1839,990037310350203941,"<a href=""http://id.lib.harvard.edu/alma/990037310350203941/catalog"">http://id.lib.harvard.edu/alma/990037310350203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211884256310003941
